lei;ementa;ano;inteiro_teor
"9.777, de 29.12.98
Publicada no DOU de 30.12.98";Altera os arts. 132, 203 e 207 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal.;1998;"






Presidência
    da República
Casa Civil
Subchefia para Assuntos Jurídicos



LEI Nº 9.777, DE 29 DE DEZEMBRO DE 1998.



Altera os
    arts. 132, 203 e 207 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal.



O PRESIDENTE DA REPÚBLICA Faço saber que o Congresso Nacional decreta
  e eu sanciono a seguinte Lei:
Art. 1º Os arts. 132, 203 e 207 do
  Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal, passam a vigorar com as
  seguintes alterações:


""Art. 132.
      .......................................................................
Parágrafo único. A pena é aumentada de um
      sexto a um terço se a exposição da vida ou da saúde de outrem a perigo decorre do
      transporte de pessoas para a prestação de serviços em estabelecimentos de qualquer
      natureza, em desacordo com as normas legais.""
""Art. 203.
      .........................................................................
Pena - detenção de um ano a dois anos, e
      multa, além da pena correspondente à violência."" (NR)
""§ 1º Na mesma pena incorre quem:
I - obriga ou coage alguém a usar
      mercadorias de determinado estabelecimento, para impossibilitar o desligamento do serviço
      em virtude de dívida;
II - impede alguém de se desligar de
      serviços de qualquer natureza, mediante coação ou por meio da retenção de seus
      documentos pessoais ou contratuais.
§ 2º A pena é aumentada de um sexto a um
      terço se a vítima é menor de dezoito anos, idosa, gestante, indígena ou portadora de
      deficiência física ou mental.""
""Art. 207.
      .....................................................................
Pena - detenção de um a três anos, e
      multa.""(NR)
""§ 1º Incorre na mesma pena quem
      recrutar trabalhadores fora da localidade de execução do trabalho, dentro do território
      nacional, mediante fraude ou cobrança de qualquer quantia do trabalhador, ou, ainda, não
      assegurar condições do seu retorno ao local de origem.
§ 2º A pena é aumentada de um sexto a um
      terço se a vítima é menor de dezoito anos, idosa, gestante, indígena ou portadora de
      deficiência física ou mental.""


Art. 2º Esta Lei entra em vigor na data de
  sua publicação.
Brasília, 29 de dezembro de 1998; 177o
  da Independência e 110o da República.

FERNANDO HENRIQUE CARDOSO
Renan Calheiros
Este texto não substitui o
  publicado no DOU de 30.12.1998

 *
 
 
 
 
 
 
 

"
"9.776, de 23.12.98
Publicada no DOU de 24.12.98";Autoriza o Poder Executivo a abrir ao Orçamento da Seguridade Social da União, em favor do Ministério da Previdência e Assistência Social, crédito suplementar até o limite de R$516.817.940,00, para os fins que especifica.;1998;"




Presidência
    da República
Casa Civil
Subchefia para Assuntos Jurídicos




LEI No 9.776, DE 
23 DE DEZEMBRO DE
1998.




Autoriza o 
    Poder Executivo a abrir ao Orçamento da Seguridade Social da União, em favor 
    do Ministério da Previdência e Assistência Social, crédito suplementar até o 
    limite de R$516.817.940,00, para os fins que especifica.


    O 
PRESIDENTE DA REPÚBLICA, Faço saber que o Congresso Nacional decreta e eu 
sanciono a seguinte Lei:
    Art. 
1º Fica o Poder Executivo autorizado a abrir ao Orçamento da Seguridade Social 
da União (Lei nº 9.598, de 30 de dezembro de 1997), em favor do Ministério da 
Previdência e Assistência Social, crédito suplementar até o limite de 
R$516.817.940,00 (quinhentos e dezesseis milhões, oitocentos e dezessete mil, 
novecentos e quarenta reais), para atender às programações constantes do Anexo I 
desta Lei.
    Art. 
2º Os recursos necessários à execução do disposto no artigo anterior decorrerão:
    I - 
do cancelamento parcial de dotações, no valor de R$23.791.142,00 (vinte e três 
milhões, setecentos e noventa e um mil, cento e quarenta e dois reais), conforme 
indicado no Anexo II desta Lei;
    II - 
da incorporação do excesso de recursos diretamente arrecadados, no valor de 
R$147.260.000,00 (cento e quarenta e sete milhões, duzentos e sessenta mil 
reais);
    III - 
do cancelamento da Reserva de Contingência, no montante de R$345.766.798,00 
(trezentos e quarenta e cinco milhões, setecentos e sessenta e seis mil, 
setecentos e noventa e oito reais), conforme indicado no Anexo II desta Lei.
    Art. 
3º Em decorrência do disposto nos arts. 1º e 2º, fica alterada a receita do 
Fundo Nacional de Assistência Social e do Instituto Nacional do Seguro Social, 
