lei;ementa;ano;inteiro_teor
"12.951, de 27.12.2013
Publicada no DOU de 30.12.2013";Abre ao Orçamento de Investimento para 2013, em favor de empresas estatais, crédito suplementar no valor de R$ 16.649.201.758,00, e reduz o Orçamento de Investimento de empresas no valor de R$ 16.974.733.834,00, para os fins que especifica.;2013;"


    Presidência da República
   

    Casa Civil
   

    Subchefia para Assuntos Jurídicos
   






       LEI Nº 12.951, DE 27 DE DEZEMBRO DE 2013.
      
















          Abre ao Orçamento de Investimento para 2013, em favor de empresas estatais, crédito suplementar no valor de R$ 16.649.201.758,00, e reduz o Orçamento de Investimento de empresas no valor de R$ 16.974.733.834,00, para os fins que especifica.
         









      A PRESIDENTA DA REPÚBLICA
     
     Faço saber que o Congresso Nacional decreta e eu sanciono a seguinte Lei:
    







     Art. 1º Fica aberto ao Orçamento de Investimento (
     
      Lei nº 12.798, de 4 de abril de 2013
     
     ), em favor de empresas estatais, crédito suplementar no valor de R$ 16.649.201.758,00 (dezesseis bilhões, seiscentos e quarenta e nove milhões, duzentos e um mil, setecentos e cinquenta e oito reais), para atender à programação constante do Anexo I.
    







     Art. 2º Os recursos necessários à execução do disposto no art. 1º são oriundos de geração própria, de repasses da controladora para aumento do patrimônio líquido e de operações de crédito internas, conforme demonstrado no Quadro Síntese por Receita constante do Anexo I, e do cancelamento de parte de dotações orçamentárias aprovadas para outros projetos/atividades constantes do Anexo II.
    







     Art. 3º Fica reduzido o Orçamento de Investimento
     
      (Lei nº 12.798, de 2013),
     
     relativamente às dotações orçamentárias das empresas constantes do Anexo II, no valor de R$ 16.974.733.834,00 (dezesseis bilhões, novecentos e setenta e quatro milhões, setecentos e trinta e três mil, oitocentos e trinta e quatro reais).
    







     Art. 4º Esta Lei entra em vigor na data de sua publicação.
    



     Brasília, 27 de dezembro de 2013; 192º da Independência e 125º da República.
    



     DILMA ROUSSEFF
     



      Miriam Belchior
     






     Este texto não substitui o publicado no DOU de 30.12.2013
    



     Download para anexo
    



     *
    










"
"12.950, de 27.12.2013
Publicada no DOU de 30.12.2013";Abre ao Orçamento Fiscal da União, em favor do Ministério do Desenvolvimento Agrário, crédito suplementar no valor de R$ 17.600.000,00, para reforço de dotação constante da Lei Orçamentária vigente.;2013;"


    Presidência da República
   

    Casa Civil
   

    Subchefia para Assuntos Jurídicos
   






       LEI Nº 12.950, DE 27 DE DEZEMBRO DE 2013.
      
















          Abre ao Orçamento Fiscal da União, em favor do Ministério do Desenvolvimento Agrário, crédito suplementar no valor de R$ 17.600.000,00, para reforço de dotação constante da Lei Orçamentária vigente.
         









      A PRESIDENTA DA REPÚBLICA
     
     Faço saber que o Congresso Nacional decreta e eu sanciono a seguinte Lei:
    







     Art. 1º Fica aberto ao Orçamento Fiscal da União
     
      (Lei nº
      

      12.798, de 4 de abril de 2013),
     
     em favor do Ministério do Desenvolvimento Agrário, crédito suplementar no valor de R$ 17.600.000,00 (dezessete milhões e seiscentos mil reais), para atender à programação constante do Anexo I.
    







     Art. 2º Os recursos necessários à abertura do crédito de que trata o art. 1º decorrem de anulação parcial de dotação orçamentária, conforme indicado no Anexo II.
    





     Art. 3º Esta Lei entra em vigor na data de sua publicação.
    



     Brasília, 27 de dezembro de 2013; 192º da Independência e 125º da República.
    



     DILMA ROUSSEFF
    




      Miriam Belchior
     






     Este texto não substitui o publicado no DOU de 30.12.2013
    










            ÓRGÃO: 49000 - Ministério do Desenvolvimento Agrário
           











            UNIDADE: 49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA
           



















            ANEXO I
           








           Crédito Suplementar
          










            PROGRAMA DE TRABALHO (SUPLEMENTAÇÃO)
           








           Recurso de Todas as Fontes R$ 1,00
          









