lei;ementa;ano;inteiro_teor
"10.170, de 29.12.2000
Publicada no DOU de 30.12.2000 - Edição extra";Acrescenta parágrafos ao art. 22 da Lei n o 8.212, de 24 de julho de 1991, dispensando as instituições religiosas do recolhimento da contribuição previdenciária incidente sobre o valor pago aos ministros de confissão religiosa, membros de instituto de vida consagrada, de congregação ou de ordem religiosa. Mensagem de Veto;2000;"




Presidência
    da República
Casa Civil
Subchefia para Assuntos Jurídicos



LEI No 10.170, DE 29 DE DEZEMBRO DE
2000.


Mensagem
    de Veto
Acrescenta parágrafos ao art. 22 da Lei no 8.212, de 24
    de julho de 1991, dispensando as instituições religiosas do recolhimento da
    contribuição previdenciária incidente sobre o valor pago aos ministros de confissão
    religiosa, membros de instituto de vida consagrada, de congregação ou de ordem
    religiosa.


O PRESIDENTE DA REPÚBLICA Faço saber que o Congresso Nacional decreta e eu sanciono
a seguinte Lei:

Art. 1o O art. 22 da Lei no 8.212, de 24 de julho de
1991, passa a vigorar acrescido dos seguintes parágrafos:


""Art. 22.
    ...............................................................
§ 12.  (VETADO)
§ 13. Não se considera como remuneração
    direta ou indireta, para os efeitos desta Lei, os valores despendidos pelas entidades
    religiosas e instituições de ensino vocacional com ministro de confissão religiosa,
    membros de instituto de vida consagrada, de congregação ou de ordem religiosa em face do
    seu mister religioso ou para sua subsistência desde que fornecidos em condições que
    independam da natureza e da quantidade do trabalho executado.""



Art. 2o Esta Lei entra em vigor na data de sua publicação.
Brasília, 29 de dezembro de 2000; 179o da Independência e 112o
da República.
FERNANDO HENRIQUE CARDOSO
José Gregori
Amaury Guilherme Bier
Waldeck Ornélas
Este texto não substitui o
publicado no DOU de 30.12.2000 (Edição Extra)
*
 
 
 
 
 
 
 
 
 
 
 
 
 
 
"
"10.169, de 29.12.2000
Publicada no DOU de 30.12.2000 - Edição extra";Regula o § 2 o do art. 236 da Constituição Federal, mediante o estabelecimento de normas gerais para a fixação de emolumentos relativos aos atos praticados pelos serviços notariais e de registro. Mensagem de Veto;2000;"




Presidência
    da República
Casa Civil
Subchefia para Assuntos Jurídicos



LEI No 10.169, DE 29 DE DEZEMBRO DE
2000.


Mensagem
    de Veto nº 2.113
Regula o 
	§ 2o do art. 236 da
    Constituição Federal, mediante o estabelecimento de normas gerais para a fixação
    de emolumentos relativos aos atos praticados pelos serviços notariais e de registro.


O PRESIDENTE DA REPÚBLICA 
Faço saber que o Congresso Nacional decreta e eu sanciono
  a seguinte Lei:

Art. 1o Os Estados e o Distrito Federal fixarão o valor dos
  emolumentos relativos aos atos praticados pelos respectivos serviços notariais e de
  registro, observadas as normas desta Lei.

Parágrafo único. O valor fixado para os emolumentos deverá corresponder ao efetivo
  custo e à adequada e suficiente remuneração dos serviços prestados.

Art. 2o Para a fixação do valor dos emolumentos, a Lei dos Estados e
  do Distrito Federal levará em conta a natureza pública e o caráter social dos serviços
  notariais e de registro, atendidas ainda as seguintes regras:


I
   os valores dos emolumentos constarão de tabelas e serão expressos em moeda
  corrente do País;


II
   os atos comuns aos vários tipos de serviços notariais e de registro serão
  remunerados por emolumentos específicos, fixados para cada espécie de ato;


III  os atos específicos de cada serviço serão classificados em:


a)
  atos relativos a situações jurídicas, sem conteúdo financeiro, cujos emolumentos
  atenderão às peculiaridades socioeconômicas de cada região;


b)
  atos relativos a situações jurídicas, com conteúdo financeiro, cujos emolumentos
  serão fixados mediante a observância de faixas que estabeleçam valores mínimos e
  máximos, nas quais enquadrar-se-á o valor constante do documento apresentado aos
  serviços notariais e de registro.


Parágrafo único. Nos casos em que, por força de lei, devam ser utilizados valores
  decorrentes de avaliação judicial ou fiscal, estes serão os valores considerados para
  os fins do disposto na alínea b do inciso III deste artigo.


§ 1º Nos casos em que, por força de lei, devam ser 
utilizados valores decorrentes de avaliação judicial ou fiscal, esses serão os 
valores considerados para os fins do disposto na alínea b do inciso III do 
caput deste artigo.      


(Incluído pela Lei 
		nº 13.986, de 2020)

§ 2º Os 
emolumentos devidos pela constituição de direitos reais de garantia mobiliária 
ou imobiliária destinados ao crédito rural não poderão exceder o menor dos 
seguintes valores:   


(Incluído pela Lei 
		nº 13.986, de 2020)

I - 0,3% (zero 
vírgula três por cento) do valor do crédito concedido, incluída a taxa de 
fiscalização judicial, limitada a 5% (cinco por cento) do valor pago pelo 
usuário, vedados quaisquer outros acréscimos a título de taxas, custas e 
contribuições para o Estado ou Distrito Federal, carteira de previdência ou para 
associação de classe, criados ou que venham a ser criados sob qualquer título ou 
denominação; e   


(Incluído pela Lei nº 
13.986, de 2020)

II - o valor 
respectivo previsto na tabela estadual definida em lei, observado que:   



(Incluído pela Lei 
		nº 13.986, de 2020)

a) nos 
registros, quando 2 (dois) ou mais imóveis forem dados em garantia, situados ou 
