lei;ementa;ano;inteiro_teor
"6.198, de 26.12.74
Publicada no DOU de 27.12.74";Dispõe sobre a inspeção e a fiscalização obrigatórias dos produtos destinados à alimentação animal e dá outras providências.;74;"




Presidência
    da República
Casa Civil
Subchefia para Assuntos Jurídicos



LEI No 6.198, DE 26 DE DEZEMBRO DE
1974.




Regulamento

Regulamento
Dispõe sobre a inspeção e a fiscalização obrigatórias dos produtos
    destinados à alimentação animal e dá outras providências. 




        O PRESIDENTE DA REPÚBLICA, faço
saber que o CONGRESSO NACIONAL decreta e sanciono a seguinte Lei:

       





Art 1º A inspeção e a fiscalização dos produtos destinados à alimentação animal,
(Vetado) serão efetuadas, em todo o território nacional, obrigatoriamente, desde a
produção até a comercialização, nos termos desta Lei. 

        





Art
2º A inspeção e a fiscalização referidas no Art. 1º, a cargo do Ministério da
Agricultura, terão em vista os aspectos industrial, bromatológico e
higiênico-sanitário e far-se-ão:

        a)
Nos estabelecimentos que forneçam matérias primas destinadas ao preparo de alimentos
para animais, (Vetado);

        b)
Nos portos e postos de fronteira, quando se trata de comércio interestadual e
importação e exportação de matérias-primas e alimentos preparados, (Vetado);

        c)
Nos estabelecimentos industriais;

        d)
Nos armazéns inclusive de cooperativas, e estabelecimentos atacadistas e varejistas;

        e)
Em quaisquer outros locais previstos no regulamento da presente Lei

        





Art
3º Somente as pessoas físicas ou jurídicas inclusive cooperativas, associações de
classe e entidades congêneres, devidamente registradas no órgão competente do
Ministério da Agricultura, poderão receber, manipular, preparar, acondicionar, armazenar
distribuir ou vender matérias-primas ou produtos destinados à alimentação animal,
(Vetado).


        





Art
4º Sem prejuízo da responsabilidade penal cabível, infração das normas legais
relacionadas com o trato das matérias-primas ou produtos destinados à alimentação
animal, (Vetado) acarretará, isolada ou cumulativamente, nos termos previstos em
regulamento, as seguintes sanções administrativas:    

(Revogado pela Lei nº 
14.515, de 2022)


        a)
Advertência;


        b)
Multa de até 10 (dez) vezes o maior salário-mínimo mensal, vigente no País;


        c)
Apreensão de matérias-primas e produtos acabados;


        d)
Suspensão, impedimento ou interdição temporária ou definitiva de funcionamento;


        e)
Cassação ou cancelamento do registro ou licenciamento;


        f)
Intervenção.  

        





Art
5º A União poderá celebrar convênios com os Estados, Distrito Federal e Territórios
