lei;ementa;ano;inteiro_teor
"5.196, de 24.12.66
Publicada no DOU de 28.12.66";Institui o “Dia de Anchieta”;66;"




Presidência
    da República
Casa Civil
Subchefia para Assuntos Jurídicos




LEI Nº 5.196, DE 24 DE DEZEMBRO DE 1966.




Institui o Dia de Anchieta




PRESIDENTE DA REPÚBLICA, faço saber 
	que o CONGRESSO NACIONAL decreta e eu sanciono a seguinte Lei:


Art. 1º É instituído o Dia de 
	Anchieta e designda a data de 9 de junho para a sua celebração.


Art. 2º O Dia de Anchieta será 
	comemorado nas escolas primárias e médias do País, através de palestras 
	alusivas à sua vida e à sua obra.

Parágrafo único. As comemorações a que se refere êste artigo 
	não devem interferir com as atividades escolares normais.


Art. 3º Esta Lei entra em vigor na 
	data de sua publicação.


Art. 4º Revogam-se as disposições em 
	contrário.

Brasília, 24 de dezembro de 1966; 145º da Independência e 78º 
	da República.

H.CASTELLO BRANCO

Carlos Medeiros Silva
Este texto não substitui o
  publicado no DOU de 28.12.1966
*
 
 
 
 
 
 

"
"5.195, de 24.12.66
Publicada no DOU de 27.12.66";Promove ao pôsto imediato o militar que, em pleno serviço ativo, vier a falecer em conseqüência de ferimentos recebidos em campanha ou na manutenção da ordem pública, ou em virtude de acidente em serviço.;66;"




Presidência
    da República
Casa Civil
Subchefia para Assuntos Jurídicos



LEI Nº 5.195, DE 24 DE DEZEMBRO DE 1966.



Mensagem de veto
Promove
    ao pôsto imediato o militar que, em pleno serviço ativo, vier a falecer em
    conseqüência de ferimentos recebidos em campanha ou na manutenção da ordem pública,
    ou em virtude de acidente em serviço.


       O
PRESIDENTE DA REPÚBLICA, faço saber que o CONGRESSOO NACIONAL decreta e eu sanciono
a seguinte Lei:
       Art. 1º O militar que, em pleno serviço ativo, vier a falecer em
conseqüência de ferimentos recebidos em campanha ou na manutenção da ordem pública,
ou em virtude de acidente em serviço será considerado promovido ao pôsto ou graduação
imediata, na data do falecimento.
       
§ 1º ...VETADO...
       
§ 2º O disposto neste artigo alcança a situação dos militares já falecidos, sendo
que as vantagens financeiras só serão devidas aos seus beneficiários a partir da
vigência desta Lei.
       
Art.
2º Esta Lei entra em vigor na data de sua publicação.
       
Art.
3º Revogam-se as disposições em contrário.
       Brasília,
24 de dezembro de 1966; 145º da Independência e 78º da República.
H. CASTELLO BRANCO 
Carlos Medeiros Silva
Zilmar de Araripe Macedo
Ademar de Queiroz
Eduardo Gomes

Este texto não substitui o
  publicado no DOU de 27.12.1966
*
 
 
 
 
 
 

"
"5.194, de 24.12.66
Publicada no DOU de 27.12.66";Regula o exercício das profissões de Engenheiro, Arquiteto e Engenheiro-Agrônomo, e dá outras providências.;66;"




Presidência
    da República
Casa Civil
Subchefia para Assuntos Jurídicos



LEI Nº 5.194, DE 24 DE DEZEMBRO DE 1966.


Partes mantidas 
	pelo Congresso Nacional
Mensagem de veto

Vide Decreto Lei nº 241, de 1967
Vide 
	Decreto 79.137, de 1977
Vide Lei nº 
	8.195, de 1991

Vide Lei nº 12.378, de 2010

Regula o exercício das
    profissões de Engenheiro, Arquiteto e Engenheiro-Agrônomo, e dá outras providências.



O PRESIDENTE DA REPÚBLICA ,
faço saber que o CONGRESSO NACIONAL decreta e eu sanciono a seguinte Lei: 
O CONGRESSO NACIONAL DECRETA: 
TÍTULO I 
Do Exercício Profissional da Engenharia, da Arquitetura e da Agronomia 
Capítulo I 
Das Atividades Profissionais 

  Seção
I  
Caracterização e Exercício das
Profissões 

Art. 1º As profissões de engenheiro,
arquiteto e engenheiro-agrônomo são caracterizadas pelas realizações de interêsse
social e humano que importem na realização dos seguintes empreendimentos: 
a) aproveitamento e utilização de recursos
naturais; 
b) meios de locomoção e comunicações; 
c) edificações, serviços e equipamentos
urbanos, rurais e regionais, nos seus aspectos técnicos e artísticos; 
d) instalações e meios de acesso a costas,
cursos e massas de água e extensões terrestres; 
e) desenvolvimento industrial e
agropecuário. 

Art. 2º O exercício, no País, da
profissão de engenheiro, arquiteto ou engenheiro-agrônomo, observadas as condições de
capacidade e demais exigências legais, é assegurado: 
a) aos que possuam, devidamente registrado,
diploma de faculdade ou escola superior de engenharia, arquitetura ou agronomia, oficiais
ou reconhecidas, existentes no País; 
b) aos que possuam, devidamente revalidado e
registrado no País, diploma de faculdade ou escola estrangeira de ensino superior de
engenharia, arquitetura ou agronomia, bem como os que tenham êsse exercício amparado por
convênios internacionais de intercâmbio; 
c) aos estrangeiros contratados que, a
critério dos Conselhos Federal e Regionais de Engenharia, Arquitetura e Agronomia,
considerados a escassez de profissionais de determinada especialidade e o interêsse
nacional, tenham seus títulos registrados temporàriamente. 
Parágrafo único. O exercício das
atividades de engenheiro, arquiteto e engenheiro-agrônomo é garantido, obedecidos os
limites das respectivas licenças e excluídas as expedidas, a título precário, até a
publicação desta Lei, aos que, nesta data, estejam registrados nos Conselhos Regionais. 

 Seção
II  
Do uso do Título Profissional 

Art. 3º São reservadas exclusivamente aos
profissionais referidos nesta Lei as denominações de engenheiro, arquiteto ou
engenheiro-agrônomo, acrescidas obrigatòriamente, das características de sua formação
básica. 
Parágrafo único. As qualificações de que
trata êste artigo poderão ser acompanhadas de designações outras referentes a cursos
