lei;ementa;ano;inteiro_teor
"Lei nº 14.288, de 31.12.2021
Publicada no DOU de 3 .1.2022";Altera a Lei nº 12.546, de 14 de dezembro de 2011, para prorrogar o prazo referente à contribuição previdenciária sobre a receita bruta, e a Lei nº 10.865, de 30 de abril de 2004, para prorrogar o prazo referente a acréscimo de alíquota da Contribuição Social para o Financiamento da Seguridade Social devida pelo Importador de Bens Estrangeiros ou Serviços do Exterior (Cofins-Importação), nos termos que especifica.;2021;"















          Presidência da República




          Secretaria-Geral




          Subchefia para
  Assuntos Jurídicos









LEI Nº 
	14.288, 
	DE 31 DE DEZEMBRO DE 2021




Vigência


Altera a Lei nº 12.546, de 14 de dezembro 
		de 2011, para prorrogar o prazo referente à contribuição previdenciária 
		sobre a receita bruta, e a Lei nº 10.865, de 30 de abril de 2004, para 
		prorrogar o prazo referente a acréscimo de alíquota da Contribuição 
		Social para o Financiamento da Seguridade Social devida pelo Importador 
		de Bens Estrangeiros ou Serviços do Exterior (Cofins-Importação), nos 
		termos que especifica.




	O PRESIDENTE DA REPÚBLICA 
	Faço saber que o Congresso Nacional decreta e eu sanciono a seguinte Lei:


Art. 1º  Esta 
	Lei altera a Lei nº 12.546, de 14 de dezembro de 2011, para prorrogar o 
	prazo referente à contribuição previdenciária sobre a receita bruta, e a 
	Lei nº 10.865, de 30 de abril de 2004, para prorrogar o prazo referente a 
	acréscimo de alíquota da Contribuição Social para o Financiamento da 
	Seguridade Social devida pelo Importador de Bens Estrangeiros ou Serviços do 
	Exterior (Cofins-Importação) sobre determinados bens.


Art. 2º Os 
	arts. 7º e 8º da Lei nº 12.546, de 14 de dezembro de 2011, passam a vigorar 
	com as seguintes alterações:




Art. 7º Até 
	31 de dezembro de 2023, poderão contribuir sobre o valor da receita bruta, 
	excluídos as vendas canceladas e os descontos incondicionais concedidos, em 
	substituição às contribuições previstas nos
			incisos I e III do caput 
	do art. 22 da Lei nº 8.212, de 24 de julho de 1991:

............................................................................................................................................ 
	 (NR)


Art. 8º Até 
	31 de dezembro de 2023, poderão contribuir sobre o valor da receita bruta, 
	excluídos as vendas canceladas e os descontos incondicionais concedidos, em 
	substituição às contribuições previstas nos 



      		incisos I 
			e 


      		III do caput 
	do art. 22 da Lei nº 8.212, de 24 de julho de 1991:

............................................................................................................................................ 
