lei;ementa;ano;inteiro_teor
"73.389, de 31.12.1973
Publicado no DOU de 31.12.73";Extingue o Departamento Nacional de Pesquisa Agropecuária, consoante proposta do Ministério da Agricultura nos termos do art. 4º do Decreto nº 72.020, de 28 de março de 1973.;1973;"


    Presidência da República

    Secretaria-Geral

    Subchefia para Assuntos Jurídicos



DECRETO Nº 73.389 - DE 31 DE DEZMEBRO DE 1973

   Extingue o Departamento Nacional de Pesquisa Agropecuária, consoante proposta do Ministério da Agricultura nos termos do art. 4º do Decreto nº 72.020, de 28 de março de 1973.




     Down
    

     Up
    

     Texto para impressão
    


      Texto atualizado
     

      Texto compilado


		Revogado pelo Decreto nº 99.621, de 1990



O PRESIDENTE DA REPÚBLICA, no uso das atribuições que lhe confere o 
	artigo 81, item III, da Constituição,


Decreta:
  


   Art. 1º Ficam extintos a partir de 1 de janeiro de 1974 o Departamento Nacional de Pesquisa Agropecuária do Ministério da agricultura e os órgãos que o integram referidos no item 3 do inciso III, do artigo 2º e nos
	itens 1 a 6 do inciso III, do artigo 7º do Decreto nº 68.593, de 6 de maio de 1971, E no artigo 16 do Regulamento aprovado pelo Decreto nº 68.594, de 6 de maio de 1971.
  

   Art. 2º Ficam automaticamente extintos, a partir de 1 de janeiro de 1974, os atuais cargos em comissão e funções gratificadas do quadro de pessoal - Parte permanente do Ministério da Agricultura, lotados no Departamento Nacional de Pesquisa Agropecuária, previstos nos 
	Decretos ns. 69.105 de 23 de agosto de 1971, 
	70.756, de 23 de junho de 1972
	e 
	72.257, de 11 de maio de 1973.
  

   Art. 3º Este Decreto entrará em vigor na data de sua publicação, revogadas a disposições em contrário.
  

   Brasília, 31 de dezembro de 1973; 152º da Independência e 85º da República.
  


   EMÍLIO G. MÉDICI
Moura Cavalcanti
  


   Este texto não substitui o publicado no D.O.U. de 31.12.1973

*

    

    

    

    

    

    

    



    includeHTML();
   
Não remover!



"
"73.383, de 28.12.1973
Publicado no DOU de 31.12.73";Renova por 10 (dez) aos a outorga deferida à Rádio Sociedade Feira de Santana Ltda., para executar serviço de radiodifusão sonora em onda tropical, na Cidade de Feira de Santana, Estado da Bahia.;1973;"




Presidência
    da República
Subchefia para Assuntos Jurídicos



DECRETO Nº 73.383, DE 28 DE DEZEMBRO DE 1973.





Renova por 10
          (dez) aos a outorga deferida à Rádio Sociedade Feira de Santana Ltda., para executar
          serviço de radiodifusão sonora em onda tropical, na Cidade de Feira de Santana, Estado
          da Bahia. 







       
    O PRESIDENTE DA REPÚBLICA , usando da atribuição que lhe confere o artigo 81,
    inciso III, combinado com o artigo 8º, inciso XV, letra "" a "", da
    Constituição, e nos termos do artigo 6º, da Lei nº 5.785, de 23 de junho de 1972, e
    tendo em vista o que consta do Processo MC nº 3.758-73, 
    


       
    DECRETA:



       Art 1º Fica renovada, de
    acordo com o artigo 33, § 3º da Lei nº 4.117, de 27 de agosto de 1972, e artigo 2º do
    Decreto do nº 71.136, de 23 de setembro de 1972, por 10 (dez) anos, a contar de 1º de
    maio de 1973, a outorga deferida pela Portaria nº 552, de 23 de novembro de 1960, à
    Rádio Sociedade Feira de Santana Ltda., para executar, na cidade de Feira de Santana,
    Estado da Bahia, sem direito de exclusividade, serviço de radiodifusão sonora, em onda
    tropical. 
    


       
    § 1º A execução de serviço público, cuja outorga é renovada pelo presente Decreto,
    reger-se-á de conformidade com o Código Brasileiro de Telecomunicações, leis
    subseqüentes e seus regulamentos e, cumulativamente, com as cláusulas aprovadas pelo
    Decreto nº 71.825, de 8 de fevereiro de 1973, às quais a emissora aderiu, mediante
    termo. 



       
    § 2º O Departamento Nacional de Telecomunicações fixará, por portaria as
    características técnicas segundo as quais deverá ser executado o serviço objeto desta
    renovação, bem como, se necessário, o prazo para adaptação às caraterísticas
    estabelecidas. 



       
    Art 2º Este Decreto entrará em vigor na data de sua publicação, revogadas as
    disposições em contrário. 


Brasília, 28 de dezembro de 1973; 152º da Independência
  e 85º da República. 
EMÍLIO G.MÉDICI 
Hygino C. Corsetti 
Este texto não
  substitui o publicado no D.O.U. de 31.12.1973

"
"73.376, de 27.12.1973
Publicado no DOU de 28.12.73";Aprova modificações no Plano Geral de Convocação para o Serviço Militar Inicial nas Força Armadas em 1974, aprovado pelo Decreto nº 72.271, de 17 de maio de 1973.;1973;"

Presidência da República
Casa Civil
Subchefia para Assuntos Jurídicos



DECRETO Nº 73.376, DE 27 DE DEZEMBRO DE 1973 


   Aprova modificações no Plano Geral de Convocação para o Serviço Militar Inicial nas Força Armadas em 1974, aprovado pelo Decreto nº 72.271, de 17 de maio de 1973.
  





      Texto compilado
     

      Texto atualizado
     



      Texto impressão
     




       Up
      







       Down
      




(Revogado pelo Decreto 
	de 10.5.1991)


O PRESIDENTE DA REPÚBLICA
   , usando da atribuição que lhe confere o artigo 81, item III, da Constituição, e de conformidade com o disposto no parágrafo único, do artigo 26, do Decreto nº 57.654, de 20 de janeiro de 1966,
  

decreta:
  


Art
   . 1º Os números 4.5, 4.9, 4.12 e 4.27 do item 4 do Anexo I - Tributação de Municípios do Plano Geral de Convocação para o Serviço Militar Inicial nas Forças Armadas, no ano de 1974, aprovado pelo 
	Decreto nº 72.271, de 17 de maio de 1973, passam a vigorar com a seguinte redação:
  


""4. Outros Munícipios Tributários de Organização Militar da Ativa.
		
................................................................................................................................................
  		
4.5 - Da Bahia: Angical, Baianópolis, Barra, Barreiras, Belmonte (M), Bom Jesus da Lapa (ME), Brejolândia, Caravelas (A), Catolândia, Correntina, Cotegipe, Cristópolis, Feira de Santana (EA), Ibipetuba, Ibotirama, Ilhéus (A), Juazeiro, Morpara, Paulo Afonso (EA), Riachão das Neves, Salvador (A), Santa Maria da Vitória, São Desidério, Tabocas do Brejo Velho, Xique-Xique (25 Munícipios).
		
.................................................................................................................................................
  		
4.9 - De Goiás: Anápolis (A), Aragarça (A), Catalão (EA), Cristalina, Formosa (EA), Goiania (A), Ipameri (EA), Itaguatins, Luziânia, Morrinhos (EA), Paranã (A), Pires do Rio (EA) e Porto Nacional (A) (13 Municípios).
		
.................................................................................................................................................
  		
4.12 - De Mato Grosso: Amambai, Anastácio, Aquidauana (EA), Barra do Garças, Bela Vista, Bonito, Cáceres, Campo Grande (A), Caarapó, Corumbá (EA), Caxim (EA), Dourados, Fátima do Sul, Glória de Dourados, Guia Lopes da Laguna, Iguatemi, Ivinhema, Jardim, Ladário, Miranda, Naviraí, Nioaque (EA), Nova Andradina, Poconé, Ponta Porã (EA), Porto Murtinho, Rio Brilhante, Rio Verde de Mato Grosso (EA), Rondonópolis (EA), Sidrolância, Três Lagoas (EA) (31 Municípios).
		
.................................................................................................................................................
  		
4.27 - Resumo Estatístico:
  
Outros Municípios Tributários de Organização Militar da Ativa.
  		





DA MARINHA
      			
DO EXÉRCITO
      			
DA AERONÁUTICA
      			
TOTAL TRIBUTADO (OM da Ativa) (*) 


13
      			
518
      			
187
      			
571
      			





(*) - Não computado no total os Município em grifo, por já terem sido tributados anteriormente no nº 3.
  			
- Sem repetição de contagem de Município Tributado a mais de uma Força.""
  			



Art
   . 2º Este Decreto entrará em vigor na data de sua publicação, revogadas as disposições em contrário.
  

   Brasília, 27 de dezembro de 1973; 152º , da Independência e 85º da República.
  

   EMÍLIO G. MÉDICI
  
Adalberto de Barros Nunes
  
   Orlando Geisel
  
   J. Araripe Macêdo 



    Este texto não substitui o publicado no DOU de 28.12.1973 e
	
retificado em 3.1.1974
 
 
 
 
 
 
 
 
 



   includeHTML();
  

"
"73.370, de 26.12.1973
Publicado no DOU de 27.12.73";Eleva as alíquotas do Imposto Único sobre Lubrificantes e Combustíveis Líquidos e Gasosos.;1973;"




Presidência
    da República
Casa Civil
Subchefia para Assuntos Jurídicos





DECRETO No 73.370, DE 26 DE
DEZEMBRO DE 1973.


Vigência

Revogado pelo 
	Decreto de 25.4.1991

Texto para impressão


Eleva as 
	alíquotas do Imposto Único sobre Lubrificantes e Combustíveis Líquidos e 
	Gasosos.



    O 
PRESIDENTE DA REPÚBLICA, usando da atribuição que lhe confere o artigo 81, 
item III, da Constituição, e de acordo com o § 3º, do art. 1º, do Decreto-lei nº 
61, de 21 de novembro de 1966, com a nova redação a que se refere o Decreto-lei 
nº 1.195, de 9 de dezembro de 1971,


decreta:


Art. 1º Ficam elevadas de 34% (trinta e quatro por cento) as alíquotas a que 
se refere o art. 1º do 
Decreto-lei nº 1.296, de 26 de dezembro de 1973.


Art. 2º Este 
Decreto entrará em vigor a partir de 1 de janeiro de 1974, revogadas as 
disposições em contrário.

Brasília, 26 de 
dezembro de 1973; 152º, da Independência e 85º da República.

EMÍLIO G. MÉDICI
Antônio Delfim Netto
Antônio Dias Leite Júnior
Este texto não
substitui o publicado no DOU de 27.12.1973
 
 
 
 
"
"73.348, de 20.12.1973
Publicado no DOU de 21.12.73";Declara de utilidade pública as instituições que menciona.;1973;"




