lei;ementa;ano;inteiro_teor
"66.039, de 31.12.1969
Publicado no DOU de 7.1.70";Amplia a concessão outorgada à Companhia Brasileira de Alumínio para o aproveitamento hidrelétrico do rio Juquiá-Guaçu, no Estado de São Paulo.;1969;"




Presidência
    da República
Casa Civil
Subchefia para Assuntos Jurídicos




DECRETO No 
66.039, DE 
31 DE DEZEMBRO
DE 1969.






Revogado 
	pelo Decreto de 15.2.1991
Texto para impressão





	Amplia a concessão outorgada à Companhia Brasileira de Alumínio para o 
	aproveitamento hidrelétrico do rio Juquiá-Guaçu, no Estado de São Paulo.





O PRESIDENTE DA REPÚBLICA, usando da atribuição que lhe confere o artigo 
81, item III, da Constituição, e tendo em vista o disposto nos artigos 140 e 150 
do Código de Águas,


DECRETA:


Art. 1º. Respeitados os direitos de terceiros, anteriormente 
adquiridos, fica ampliada a concessão outorgada à Companhia Brasileira de 
Alumínio pelo Decreto nº 30.617, de 10 de março de 1952, e modificada pelos 
Decretos nº 31.877, de 3 de dezembro de 1952 e nº 42.843, de 19 de dezembro de 
1957, de modo a abranger mais um trecho do rio Junquiá-Guaçu, compreendido entre 
a sua confluência com os rios do Peixe e Assungui, no Estado de São Paulo.


Art. 2º. O aproveitamento da energia hidráulica do trecho 
referido no artigo anterior será progressivo, em sequência às etapas definidas 
no Decreto nº 42.843, de 19 de dezembro de 1957, e em três pontos, situados 
aproximadamente a 10 Km, 20 Km e 30 Km a jusante da confluência do rio do peixe 
com o rio Juquiá-Guaçu.


Art. 3º. A concessionária fica obrigada a cumprir o disposto 
no despacho de aprovação dos projetos de viabilidade 
técnica-econômica-financeira, sob pena de lhe ser imposta a multa diária de NCr$ 
221,00 (duzentos e vinte e um cruzeiros novos), na forma da legislação em vigor 
e sem prejuízo da aplicação da sanção prevista no artigo 83, item I do Decreto 
nº 41.019, de 26 de fevereiro de 1957.


Art. 4º. Fica revogado o Decreto nº 29.837, de 3 de agôsto de 
1951.


Art. 5º. O presente Decreto entrará em vigor na data da sua 
publicação, revogadas as disposições em contrário.


Brasília, 31 de dezembro de 1969; 148º da Independência e 81º da República.


EMÍLIO G. MÉDICI
Antônio Dias Leite Júnior.
Este texto não 
substitui o publicado no D.O.U. de 7.1.1970
 
 
 
 
 
 
 
 
"
"66.023, de 30.12.1969
Publicado no DOU de 5.1.70";Declara de utilidade pública a Sociedade Beneficente Casa da Misericórdia de Cambará, com sede Cambará, Estado do Paraná.;1969;"




Presidência
    da República
Casa Civil
Subchefia para Assuntos Jurídicos




DECRETO No 
66.023, DE 
30 DE DEZEMBRO
DE 1969.





Revogado pelo 
	Decreto de 27 de maio de 1992 
Texto para impressão





Declara de utilidade pública a Sociedade 
		Beneficente Casa da Misericórdia de Cambará, com sede Cambará, Estado do 
		Paraná. 






O PRESIDENTE DA REPÚBLICA, usando da 
	atribuição que lhe confere o artigo 81, item III, da Constituição e tendo em 
	vista o que consta do Processo MJ-3.206, de 1969,  



DECRETA:  



Artigo único. É declarada de utilidade 
	pública, nos têrmos do artigo 1º da Lei nº 91, de 28 de agôsto de 1935, 
	combinado com o artigo 1º do Regulamento aprovado pelo Decreto nº 50.517, de 
	2 de maio de 1961, a Sociedade Beneficente Casa de Misericórdia de Cambará, 
	com sede em Cambará, Estado do Paraná.  



Brasília, 30 de dezembro de 1969; 148º da 
	Independência e 81º da República.  

EMÍLIO G. MÉDICI
Alfredo Buzaid 
Este texto não 
substitui o publicado no D.O.U. de 5.1.1970
 
 
 
 
 
 
 
 
"
"66.011, de 30.12.1969
Publicado no DOU de 31.12.69";Dispõe sôbre a execução do Decreto-lei nº 1.045, de 21 de outubro de 1969.;1969;"


    Presidência da República
   

    Casa Civil
   

    Subchefia de Assuntos Jurídicos
   

  ﻿
 "
"65.941, de 23.12.1969
Publicado no DOU de 23.12.69";Declara de utilidade pública, o Instituto Brasileiro de Estudos e Pesquisas de Gastroenterologia (IBEPEGE), com sede em São Paulo, Estado de São Paulo.;1969;"




Presidência
    da República
Casa Civil
Subchefia para Assuntos Jurídicos




DECRETO No 
65.941, DE 
23 DE DEZEMBRO
DE 1969.





Revogado pelo 
	Decreto de 27 de maio de 1992 

Texto para impressão

Cassado pelo 
	Decreto de 5 de maio de 1994.





Declara de utilidade pública, 
				o Instituto Brasileiro de Estudos e Pesquisas de 
				Gastroenterologia (IBEPEGE), com sede em São Paulo, Estado de 
				São Paulo. 









