lei;ementa;ano;inteiro_teor
"11.848, de 29.12.1915
Publicado no DOU, de 2.1.1916";Crêa mais duas brigadas de infantaria de guardas nacionaes na comarca da capital do Estado de Sergipe;1915;"




Presidência
    da República
Casa Civil
Subchefia para Assuntos Jurídicos




DECRETO No 
11.848, DE 29 DE 
DEZEMBRO
DE 1915.








Revogado 
	pelo Decreto de 10.5.1991


Texto para impressão




Crêa mais duas brigadas de infantaria de guardas nacionaes na comarca da capital 
do Estado de Sergipe




O Presidente da Republica dos Estados Unidos do Brazil, 
para execução do decreto n. 431, de 14 de dezembro de 1896,

Decreta:

Artigo unico. Ficam creadas na Guarda Nacional da comarca da 
capital do Estado de Sergipe mais duas brigadas de infantaria, com as 
designações de 23ª e 24ª, que se constituirão cada uma, de tres batalhões do 
serviço activo, sob ns. 67, 68 e 69 e 70, 71 e 72, e de um do da reserva, sob 
ns. 23 e 24, que se organizarão com os guardas qualificados nos districtos da 
referida comarca; revogadas as disposições em contrario.

Rio de Janeiro, 29 de dezembro de 1915, 94º da Independencia e 
27º da Republica.

WENCESLAU BRAZ P. GOMES.
Carlos Maximiliano Pereira dos Santos.


Este texto não substitui o publicado 
no DOU, de 2.1.1916


*
 
 
 
 
 
 
 
"
"11.810, de 9.12.1915
Publicado no DOU, de 9.12.1915";Crêa mais uma brigada de infantaria de guardas nacionaes na comarca de Rio Preto, no Estado de Minas Geraes;1915;"




Presidência
    da República
Casa Civil
Subchefia para Assuntos Jurídicos




DECRETO No 
11.810, DE 9 DE 
DEZEMBRO
DE 1915.








Revogado 
	pelo Decreto de 10.5.1991


Texto para impressão




Crêa mais uma brigada de infantaria de guardas nacionaes na comarca de Rio Preto, 
no Estado de Minas Geraes





O Presidente da Republica dos Estados Unidos do Brazil, para execução do 
decreto n. 431, de 14 de dezembro de 1896,


DECRETA:


Artigo unico. Fica creada na Guarda Nacional da comarca de Rio Preto, no Estado 
de minas Geraes, mais uma brigada de infantaria, com a designação de 316ª, a 
qual se constituirá de tres batalhões do serviço activo, sob ns. 946, 947 e 948, 
e de um do da reserva, sob o n. 316, que se organizarão com os guardas 
qualificados nos districtos da referida comarca; revogadas as disposições em 
contrario.


Rio de Janeiro, 9 de dezembro de 1915, 94º da Independencia e 27º da Republica.




WENCESLAU BRAZ P. GOMES.


Carlos Maximiliano Pereira dos Santos.


Este texto não substitui o publicado 
no DOU, de 9.12.1915


*
 
 
 
 
 
 
 
"
"11.784, de 24.11.1915
Publicado na CLBR , 31.12. 1916";Publica a adhesão da Grã-Bretanha, pelo Dominio da Nova Zelandia, ao Accôrdo de Madrid, de 14 de Abril de 1891, concernento á repressão das falsas indicações de proveniencia sobre as mercadorias, revisto em Washington em 2 de Junho de 1911.;1915;"


    Presidência da República
   

    Casa Civil
   

    Subchefia de Assuntos Jurídicos
   



    DECRETO N° 11.784, DE 24 DE NOVEMBRO DE 1915
   


   Publica a adhesão da Grã-Bretanha, pelo Dominio da Nova Zelandia, ao Accôrdo de Madrid, de 14 de Abril de 1891, concernento á repressão das falsas indicações de proveniencia sobre as mercadorias, revisto em Washington em 2 de Junho de 1911.
  




      Texto completo
     

      Texto compilado
     



      Texto para 
		impressão
     







    O Presidente da Republica dos Estados Unidos do Brasil
   
   faz publica a adhesão da Grã-Bretanha, pelo Dominio da Nova Zelandia, ao Accôrdo de Madrid, de 14 de Abril de 1891, concernente á repressão das falsas indicações de proveniencia sobre as mercadorias, revisto em Washington a 2 de Junho de 1911, a partir de 20 de Junho de 1913, conforme communicou ao Ministerio das Relações Exteriores a Legação da Suissa, por Nota de 9 de Junho de 1913, cuja traducção official acompanhou o Decreto n. 11.728, de 6 de Outubro de  1915.
  

   Rio de Janeiro, 24 de Novembro de 1915, 94º da Independencia e 27º da Republica.
  

   Wenceslau Braz P. Gomes.
  

   Lauro Müller.
  


    Este texto não substitui o original publicado no Diário Oficial.
   

"
"11.733, de 6.10.1915
Publicado no DOU, de 9.10.1915";Crêa mais uma brigada de infantaria de guardas nacionaes na comarca de Parnahyba, no Estado do Piauhy;1915;"




Presidência
    da República
Casa Civil
Subchefia para Assuntos Jurídicos




DECRETO No 
11.733, DE 6 DE 
OUTUBRO
DE 1915.








Revogado 
	pelo Decreto de 10.5.1991


Texto para impressão



Crêa mais uma brigada de infantaria de guardas nacionaes na comarca de Parnahyba, 
no Estado do Piauhy




O Presidente da Republica dos Estados Unidos do Brazil, 
para execução do decreto n. 431, de 14 de dezembro de 1896,

Decreta:

     Artigo unico. Fica creada na Guarda Nacional da comarca de 
Parnahyba, no Estado do Piauhy, mais uma brigada de infantaria, com a designação 
de 61ª, a qual se constituirá de tres batalhões do serviço activo, sob ns. 181, 
182 e 183, de um do da reserva, sob n. 61, que se organizarão com os guardas 
qualificados nos districtos da referida comarca; revogadas as disposições em 
contrario.

Rio de Janeiro, 6 de outubro de 1915, 94º da Independencia e 27º 
da Republica.

 WENCESLAU BRAZ P. GOMES
Carlos Maximiliano Pereira dos Santos.


Este texto não substitui o publicado 
no DOU, de 9.10.1915


*
 
 
 
 
 
 
 
"
"11.703, de 15.9.1915
Publicado no DOU, de 18.9.1915";Crêa mais uma brigada de infantaria de guardas nacionaes na comarca de Curuçá, no Estado do Pará;1915;"




Presidência
    da República
Casa Civil
Subchefia para Assuntos Jurídicos




DECRETO No 
11.703, DE 
15 DE 
SETEMBRO
DE 1915.








Revogado 
	pelo Decreto de 10.5.1991


Texto para impressão




Crêa mais uma brigada de infantaria de guardas nacionaes na comarca de Curuçá, 
no Estado do Pará




O Presidente da Republica dos Estados Unidos do Brazil, 
para execução do decreto n. 431, de 14 de dezembro de 1896,

Decreta:

Artigo unico. Fica creada na Guarda Nacional da comarca de 
Curuçá, no Estado do Pará, mais uma brigada de infantaria com a denominação de 
132ª, a qual se constituirá de tres batalhões do serviço activo, ns. 394, 395 e 
396, e um do da reserva, sob n. 132, que se organizarão com os guardas 
qualificados nos districtos da referida comarca; revogadas as disposições em 
contrario.

Rio de Janeiro, 15 de setembro de 1915, 94º da Independencia e 
27º da Republica.

WENCESLAU BRAZ P. GOMES.
Carlos Maximiliano Pereira dos Santos.


Este texto não substitui o publicado 
no DOU, de 18.9.1915


*
 
 
 
 
 
 
 
"
"11.675, de 18.8.1915
Publicado no DOU, de 21.8.1915";Approva a reforma dos estatutos da sociedade anonyma Industrias Reunidas Fabricas Matarazzo;1915;"




Presidência
    da República
Casa Civil
Subchefia para Assuntos Jurídicos




DECRETO No 
11.675, DE 
18 DE 
AGOSTO
DE 1915.








Revogado 
	pelo Decreto de 10.5.1991


Texto para impressão




Approva a reforma dos estatutos da sociedade anonyma Industrias Reunidas 
Fabricas Matarazzo




O Presidente da Republica dos Estados Unidos do Brazil, 
attendendo ao que requereu a sociedade anonyma Industrias Reunidas Fabricas 
Matarazzo, autorizada a funccionar na Republica pelo decreto n. 8.812, de 5 de 
julho de 1911, e devidamente representada, decreta:

Artigo unico. 
Fica approvada a reforma dos estatutos da sociedade anonyma Industrias Reunidas 
Fabricas Matarazzo, de accôrdo com a resolução votada em assembléa geral 
extraordinaria dos respectivos accionistas, de 15 de julho do corrente anno, 
ficando, porém, a mesma sociedade obrigada a cumprir as formalidades exigidas 
pela legislação em vigor.

Rio de 
Janeiro, 18 de agosto de 1915, 94º da Independencia e 27º da Republica.

WENCESLAU BRAZ P. GOME
José Rufino Beserra Cavalcanti.

Este texto não substitui o publicado 
no DOU, de 21.8.1915 e republicado em 26.8.1915


*
 
 
 
 
 
 
 
"
"11.651, de 28.7.1915
Publicado no DOU de 1.8.1915";Publica o deposito de ratificações, pelas Republicas do Equador e Honduras, da Convenção Postal Universal de Roma, de 26 de Maio de 1906.;1915;"


    Presidência da República
   

    Casa Civil
   

    Subchefia de Assuntos Jurídicos
   



    DECRETO N° 11.651, DE 24 DE NOVEMBRO DE 1915
   




     Publica o deposito de ratificações, pelas Republicas 
	do Equador e Honduras, da Convenção Postal Universal de Roma, de 26 de Maio 
	de 1906
    








    O Presidente da Republica dos Estados Unidos do Brasil
   



      faz publico o 
	deposito de ratificações, pelas Republicas do Equador, em 24 de Junho de 
	1914, e de Honduras, em 28 de Dezembro de 1914, da Convenção Postal 
	Universal,
     




     assignada
     

       em 
	Roma em 26 de Maio de 1906, com o seu respectivo Regulamento de execução e
      

     Protocollo
     

       final, 
	conforme
      

     communicou
     

       ao
      

     Ministerio
     

       das 
	Relações Exteriores a Real Legação da
      

     Italia
     

       , 
	por notas de 1 de Abril ultimo e 10 do corrente
      

     mez
     

       , 
	cujas
      

     traducções
     



     officiaes
     

       a este 
	acompanham.
      







     Rio de Janeiro, 28 
	de Julho de 1915, 94º da Independencia e 27º da Republica.
    





     WENCESLAU BRAZ P. 
	GOMES.
     

      Lauro Müller.
     





    Este texto não substitui o publicado 
no DOU de 01.8.1915.
   




     Traducção - N. 
	577|23.
    




    Rio de Janeiro, 1º de Abril de 1915.
   


   Senhor 
	Ministro,
  

   Em 
	additamento á correspondencia trocada sobre o assumpto, tenho a honra de 
	informar a Vossa Excellencia, de ordem do meu Governo, que, após o deposito 
	das ratificações do Accordo Postal de Roma (26 de Maio de 1906), pela 
	Austria, em 24 de Agosto de 1910, fizeram até hoje chegar ao Ministerio dos 
	Negocios Estrangeiros, em Roma, as ratificações dos ditos actos, assignados 
	pelos seus respectivos plenipotenciarios no VI Congresso da União Postal 
	Universal, os seguintes Estados:
  

   Equador: 
	Por nota daquelle Ministerio dos Negocios Estrangeiros, em data de 21 de 
	Junho de 1914, chegada a Roma em 5 de Agosto do mesmo anno;
  

   __________________
  

   (*) No 
	decreto não se fez menção dessa Convenção, por isso que o Brasil a não 
	assignou.
  

   Perú: Por 
	nota do Real Ministro em Lima, remettida pessoalmente por elle ao Ministerio 
	dos Negocios Estrangeiros, em Roma, aos 8 de Agosto de 1914;
  

   Honduras: 
	Por nota da Real Legação junto áquella Republica, com data de 28 de 
	Dezembro, chegada a Roma em 25 de Janeiro seguinte.
  

   Aproveito 
	com prazer esta opportunidade para renovar a Vossa Excellencia os protestos 
	da minha mais alta consideração.
  

   (Assignado) 
	Luigi Mercatelli.
  




      A Sua
     




     Excellencia
    




      o General Doutor Lauro
     




     Müller
    



       ,
      







     Ministro 
	das Relações Exteriores,
    





     Rio de 
	Janeiro
    


"
"11.597, de 2.6.1915
Publicado no DOU, de 5.6.1915";Crêa mais uma brigada de infantaria e mais duas de cavallaria de guardas nacionaes na comarca de D. Pedrito, o Estado do Rio Grande do Sul;1915;"




Presidência
    da República
Casa Civil
Subchefia para Assuntos Jurídicos




DECRETO No 
11.597, DE 
2 DE 
JUNHO
DE 1915.








Revogado 
	pelo Decreto de 10.5.1991


Texto para impressão




Crêa mais uma brigada de infantaria e mais duas de cavallaria de guardas 
nacionaes na comarca de D. Pedrito, o Estado do Rio Grande do Sul




O Presidente da Republica dos Estados Unidos do Brazil, 
para execução do decreto n. 431, de 14 de dezembro de 1896,

Decreta:

Artigo unico. Ficam creadas na Guarda Nacional da comarca de D. 
Pedrito, no Estado do Rio Grande do Sul, mais uma brigada de infantaria, com a 
designação de 88ª, e mais duas de cavallaria, com as de 123ª, e 124ª, 
constituindo-se aquella de tres batalhões do serviço activo, sob ns. 262, 263 e 
264, e de um do da reserva, sob n. 88, e estas de dous regimentos cada uma, sob 
ns. 245 e 246 e 247 e 248, que se organizarão com os guardas qualificados nos 
districtos da referida comarca; revogadas as disposições em contrario.

Rio de Janeiro, 2 de junho de 1915, 94º da Independencia e 27º da 
Republica.

WENCESLAU BRAZ P. GOMES.
Carlos Maximiliano Pereira dos Santos.


Este texto não substitui o publicado 
no DOU, de 5.6.1915


*
 
 
 
 
 
 
 
"
"11.591, de 26.5.1915
Publicado no DOU de 28.5.1915";Publica a adhesão da Bolivia ás Convenções e Resoluções sancionadas pela IV Conferencia Internacional Americana.;1915;"


    Presidência da República
   

    Casa Civil
   

    Subchefia de Assuntos Jurídicos
   



    DECRETO N° 11.591, DE 26 DE 
	MAIO DE 1915
   



    Publica a
   


     adhesão
    


    da
   


     Bolivia
    

     ás Convenções e Resoluções sancionadas pela IV Conferencia 
	Internacional Americana.
    








    O Presidente da Republica dos Estados Unidos do Brasil
   



      faz publica a
     




     adhesão
    




      da
     




     Bolivia
    



       a todas as Convenções e Resoluções
      



     sanccionadas
    



       pela IV Conferencia Internacional Americana realizada em Julho e Agosto de 
	1910, na cidade de Buenos Aires, Conforme comunicou o
      



     Ministerio
    



       das Relações
      



     Exterirores
    



       o
      



     Ministerio
    



       de Relaciones Exteriores y Culto da
      



     Republic
    



       Argentina por Nota de 19 de Maio de 1914, cuja cópia a este acompanha.
      








      Rio de 
	Janeiro, 26 de Maio de 1915, 94º da
     




     Independencia
    




      o 27º da Republica.
     





    Este texto não substitui o publicado 
no DOU de 28.5.1915.
   

"
"11.588, de 19.5.1915
Publicado no DOU de 1.7.1915";Promulga as Convenções assignadas pelos Delgados á IV Conferencia Internacional Americana, realizada em julho e Agosto de 1910, na cidade de Buenos Aires.;1915;"


    Presidência da República
   

    Casa Civil
   

    Subchefia de Assuntos Jurídicos
   



    DECRETO N° 11.588, 
	DE 19 DE MAIO DE 1915
   



    Promulga as Convenções
   


     assignadas
    


    pelos Delgados á IV Conferencia Internacional Americana, realizada em julho 
	e Agosto de 1910, na cidade de Buenos Aires.
   







    O Presidente da Republica dos Estados Unidos do Brasil
   
   :
  


    Tendo sanccionado, pelo Decreto N. 2.881, de 9 de Novembro de 1914, a 
	Resolução do Congresso Nacional, de 31 de Outubro do mesmo anno, que 
	approvou as Convenções sobre: Propriedade Litteraria e Artistica; 
	Reclamações Pecuniarias; Patentes de Invenção, Desenhos e Modelos 
	Industriaes; e Marcas de Fabrica e de Commercio, assignadas, as duas 
	primeiras em 11 e as duas ultimas em 20 de Agosto de 1910, na IV Conferencia 
	Internacional Americana, realizada em Julho e Agosto de 1910, na cidade de 
	Buenos Aires; e, havendo sido depositado aos cinco dias do mez de Maio de 
	mil novecentos e quinze, no Ministerio das Relações Exteriores da Republica 
	Argentina, o instrumento de ratificação das referidas Convenções, datado de 
	9 de Fevereiro do mesmo anno.
   



    Decreta que as mesmas Convenções sejam executadas e cumpridas tão 
	inteiramente como nellas se contém.
   



    Rio de Janeiro, 19 de Maio de 1915, 94° da Independencia, e 27° da 
	Republica.
   



    WENCESLAU BRAZ P. GOMES.
    

     Frederico Affonso de Carvalho.
    




    Este texto não substitui o publicado 
no DOU de 17.5.1915.
   

"
