lei;ementa;ano;inteiro_teor
"90.785, de 31.12.84
Publicado no DOU de 8.1.85";Dispõe sobre o limite do Capital Autorizado da Nuclebrás Equipamentos Pesados S/A-NUCLEP.;1984;"





Presidência
      da República
Casa Civil
Subchefia para Assuntos Jurídicos





DECRETO No 90.785, DE 31 DE DEZEMBRO
DE 1984.




Revogado pelo Decreto 
	de 5.9.1991
Texto para 
	impressão



	Dispõe sobre o limite do Capital Autorizado da Nuclebrás Equipamentos 
	Pesados S/A-NUCLEP.




O PRESIDENTE DA REPÚBLICA , usando das atribuições que lhe confere o 
artigo 81, item III ,da Constituição e tendo em vista o que consta do Processo 
MME nº 004335/84,


DECRETA:


 

Art. 1º. - Fica permitido à Nuclebrás Equipamentos Pesados S/A. - NUCLEP 
proceder ao aumento do limite do seu Capital Autorizado de Cr$115.679.800.137 
(cento e quinze bilhões, seiscentos e setenta e nove milhões, oitocentos mil e 
cento e trinta e sete cruzeiros) para Cr$94.879.800.137 (cento e noventa e 
quatro bilhões, oitocentos e setenta e nove milhões, oitocentos mil e cento e 
trinta e sete cruzeiros).


 

Art. 2º. - Este Decreto entrará em vigor na data de sua publicação, revogadas as 
disposições em contrário.


Brasília, 31 de dezembro de 1984; 163º da Independência e 96º da República.


JOÃO FIGUEIREDO
Cesar Cals Filho

Este texto não substitui o
  publicado no DOU de 8.1.1985

*
 
 
 
 
 
 
 
"
"90.784, de 28.12.84
Publicado no DOU de 4.1.85";Dispõe sobre a execução do Acordo de Alcance Parcial nº 35, concluído entre o Brasil e o Uruguai.;1984;"


    Presidência da República
   

    Secretaria-Geral
   

    Subchefia para Assuntos Jurídicos
   



    DECRETO Nº 90.784, DE 28 DE DEZEMBRO DE 1984
   


   Dispõe sobre a execução do Acordo de Alcance Parcial nº 35, concluído entre o Brasil e o Uruguai.
  




     Não remover
    

     Down
    

     Up
    


      Texto para impressão
     



      Texto atualizado
     

      Texto compilado
     





    O PRESIDENTE DA REPÚBLICA
   
   , usando das atribuições que lhe confere o artigo 81, item Ill da Constituição e
  

   CONSIDERANDO que o Tratado de Montevidéu 1980, que criou a Associação Latino-Americana de Integração (ALADI), firmado pelo Brasil em 12 de agosto de 1980 e aprovado pelo Congresso Nacional, através do Decreto Legislativo nº 66, de 16 de novembro de 1981, prevê, no seu artigo 7º, a modalidade dos Acordos de Alcance Parcial, de cuja celebração não participa a totalidade dos países-membros da Associação;
  

   CONSIDERANDO que a Resolução nº 1 do Conselho de Ministros das Relações Exteriores da Associação Latino-Americana de Livre Comércio (ALALC) prevê, no seu artigo 1º a incorporação, mediante renegociação, dos compromissos derivados do programa de liberação do Tratado de Montevidéu 1960 ao novo esquema de integração da ALADI;
  

   CONSIDERANDO que, de acordo com o artigo 4º do Acordo de Alcance Parcial nº 35, concluído entre o Brasil e o Uruguai em 30 de abril de 1983, as preferências outorgadas reciprocamente pelos dois países no período de 1962/1980 deveriam ser renegociadas no transcurso de sua vigência;
  

   CONSIDERANDO que os Plenipotenciários do Brasil e do Uruguai com base nos dispositivos acima citados, assinaram, em Montevidéu, no dia 28 de setembro de 1984, o Acordo de Alcance Parcial de Renegociação das Concessões Outorgadas no Período 1962/1980 (Quarto e Quinto Protocolos Modificativos), que substituta o Acordo de Alcance Parcial nº 35, posto em vigor, no Brasil, pelo
   
    Decreto nº 88.823, de 10 de outubro de 1983
   
   , prorrogado e modificado pelo Decreto nº 90.259, de 02 de outubro de 1984, cuja vigência expirou em 30 de setembro último;
  

   CONSIDERANDO que os Protocolos Modificativos do Acordo de Alcance Parcial nº 35, anexos ao presente Decreto, deverão entrar em vigor a partir de 1º de outubro de 1984;
  


    DECRETA:
   


   Art
   . 1º, A partir de 1º de outubro de 1984, as importações dos produtos especificados nos anexos do Quarto e Quinto Protocolos Modificativos do Acordo de Alcance Parcial nº 35, concluído entro o Brasil e o Uruguai, a que se refere o
   
    Decreto nº 88.823, de 10 de outubro de 1983
   
   , prorrogado pelo Decreto nº 90.259, de 02 de outubro de 1984, originárias do Uruguai, ficam sujeitas aos gravames e condições estipulados nos Anexos dos Mencionados Protocolos, anexos ao presente Decreto.
  

   Parágrafo único, O tratamento estabelecido neste Decreto beneficia exclusivamente os produtos originários do Uruguai, não sendo extensível a terceiros países por aplicação da Cláusula da Nação mais Favorecida ou de disposições equivalentes.
  

   Art
   . 2º - O Ministério da Fazenda tomará, tomará, através dos órgãos competentes, as providências necessárias ao cumprimento do disposto no presente Decreto.
  

   Brasília, em 28 de dezembro de 1984; 163º da Independência e 96º da República.
  

   JOÃO FIGUeiREDO
  

   R.S. Guerreiro
  

   Este texto não substitui o publicado no D.O.U. de 4.1.1985
  

   ACORDO DE ALCANCE PARCIAL DE RENEGOCIAÇÃO DAS PREFERÊNCIAS OUTORGADAS NO PERÍODO 1962/1980
  

   (ACORDO Nº 35)
  

   Quarto Protocolo Modificativo
  

