lei;ementa;ano;inteiro_teor
"85.612, de 30.12.1980
Publicado no DOU de 2.1.81";Dispõe sobre a inclusão de empregos em categorias funcionais dos Grupos Serviços Auxiliares, Outras Atividades de Nível Superior e Outras Atividades de Nível Médio da Tabela Permanente da Universidade Federal do Pará e dá outras providências;1980;"



  
Presidência
    da República
Casa Civil
Subchefia para Assuntos Jurídicos




DECRETO Nº 85.612, DE 
30 DE DEZEMBRO DE
1980





Revogado 
	pelo Decreto de 15.2.1991

Texto para 
	impressão



	Dispõe sobre a inclusão de empregos em categorias funcionais dos Grupos 
	Serviços Auxiliares, Outras Atividades de Nível Superior e Outras Atividades 
	de Nível Médio da Tabela Permanente da Universidade Federal do Pará e dá 
	outras providências




O PRESIDENTE DA REPÚBLICA, usando da atribuição que lhe confere o artigo 
81, item III, da Constituição e tendo em vista o disposto nos artigos 7º e 8º da 
Lei nº 5.645, de 10 de dezembro de 1970, no artigo 3º da Lei nº 6.185, de 11 de 
dezembro de 1974, e o que consta dos Processos DASP nºs 19.898 e 27.369, de 
1980,


DECRETA:





Art. 1º.   São incluídos, na forma do Anexo I, nas categorias funcionais de 
Agente Administrativo, do Grupo Serviços Auxiliares, código: LT-SA-800; Técnico 
em Assuntos Educacionais, do Grupo Outras Atividades de Nível Superior, código: 
LT-NS-900 e Técnico de Contabilidade e Tecnologista, do Grupo Outras Atividades 
de Nível Médio, código: LT-NM-1000, da Tabela Permanente da Universidade Federal 
do Pará, os empregos a serem providos por pessoal que se encontrava em exercício 
na referida Universidade, em 31 de outubro de 1974, e que se habilitou em 
processo seletivo próprio, conforme relação nominal constante do Anexo II deste 
decreto.





Art. 2º.   O órgão de pessoal da Universidade Federal do Pará submeterá à 
assinatura da autoridade competente os atos de provimento decorrentes da 
aplicação do disposto no artigo 1º deste decreto.





Art. 3º.   A partir da publicação dos respectivos atos de provimento, cessará, 
automaticamente, o pagamento aos ocupantes dos empregos abrangidos por este 
decreto, de quaisquer retribuições que, porventura, venham percebendo, a 
qualquer título e sob qualquer forma, ressalvado, apenas, o sálario-família.





Art. 4º.   Os efeitos financeiros deste decreto vigoram a partir da data do 
exercício, de cada concorrente habilitado, no emprego em que for provido, na 
forma do artigo 2º, correndo a despesa à conta dos recursos orçamentários 
próprios da Universidade Federal do Pará.





Art. 5º.   A partir da data da publicação dos respectivos atos de provimento a 
que se refere o artigo 2º deste decreto, cessará o pagamento de integrantes de 
grupo tarefa, ou outra forma congênere de trabalho em grupo e de colaboradores 
eventuais retribuídos mediante recibo, porventura existentes.





Art. 6º.  Este decreto entra em vigor na data de sua publicação, revogadas as 
disposições em contrário.


Brasília, em 30 de dezembro de 1980; 159º da Independência e 92º da República.


JOÃO FIGUEIREDO
Rubem Carlos Ludwig
Este texto não substitui o
publicado no DOU. de 2.1.1981.




Observação: Anexos 
publicados no D.O.U. de 02/01/1981 pág. 4.
 
 
 
 
 
 
 
 
"
"85.607, de 30.12.1980
Publicado no DOU de 2.1.81";Outorga concessão à RÁDIO UNIÃO DE JOÃO PINHEIRO LTDA., para estabelecer uma estação de radiodifusão sonora em onda média de âmbito regional, na cidade de João Pinheiro, Estado de Minas Gerais.;1980;"





Presidência
    da República
Casa Civil
Subchefia para Assuntos Jurídicos





DECRETO No 85.607, DE 30 DE
DEZEMBRO DE 1980.
