lei;ementa;ano;inteiro_teor
"6.660, de 31.12.1940
Publicado no DOU de 9.1.1941";Autoriza o cidadão brasileiro Vitor D'Arezo Peixoto Moreira a comprar pedras preciosas;1940;"





	Presidência da República
Casa Civil
Subchefia para Assuntos Jurídicos




DECRETO No 
6.660, DE 31 DE DEZEMBRO DE 1940








Revogado 
	pelo Decreto de 25.4.1991

Texto para impressão




Autoriza o cidadão brasileiro Vitor D'Arezo Peixoto Moreira a comprar pedras 
preciosas




O Presidente da República, usando da atribuição que lhe 
confere o art. 74, letra a, da Constituição e tendo em vista o decreto-lei n. 
466, de 4 de junho de 1938,


DECRETA:

Artigo único. Fica autorizado o cidadão brasileiro Vitor D'Arezo 
Peixoto Moreira, residente nesta capital, a comprar pedras preciosas nos termos 
do decreto-lei n. 466, de 4 de junho de 1938, constituindo título desta 
autorização uma via autêntica do presente decreto.

Rio de Janeiro, 31 de dezembro de 1940, 119º da Independência e 
52º da República.

GETULIO VARGAS.
A. de Souza Costa.



Este texto 
não 
substitui o publicado no DOU, de 9.1.1941

 
 

 
 
 
 
 
 
"
"6.650, de 30.12.1940
Publicado no DOU de 14.1.1941";Aprova projeto e orçamento para a cobertura do pátio entre os armazéns ns. 1 e 2, do porto de Pelotas.;1940;"





	Presidência da República
Casa Civil
Subchefia para Assuntos Jurídicos




DECRETO No 
6.650, DE 30 DE DEZEMBRO DE 1940







Revogado 
	pelo Decreto de 15.2.1991

Texto para impressão



Aprova projeto e orçamento para a cobertura do pátio entre os armazéns ns. 1 e 
2, do porto de Pelotas.




O Presidente da República, usando da atribuição que lhe 
confere o art. 74, letra a, da Constituição, 


DECRETA:

Artigo único. Ficam aprovados o projeto e orçamento, na 
importância total de 81:220$647 (oitenta e um contos duzentos e vinte mil 
seiscentos e quarenta e sete réis), que com este baixam, rubricados pelo Diretor 
de Contabilidade da Secretaria de Estado da Viação e Obras Públicas, para a 
cobertura do pátio entre os armazens ns. 1 e 2, do porto de Pelotas, cedido ao 
Estado do Rio Grande do Sul.

Rio de Janeiro, 30 de dezembro de 1940, 119º da Independência e 
52º da República.

GETULIO VARGAS.
João de Mendonça Lima.



Este texto 
não 
substitui o publicado no DOU, de 14.1.1941

 
 

 
 
 
 
 
 
"
"6.640, de 26.12.1940
Publicado no DOU de 10.1.1941";Autoriza o Governo do Estado do Rio Grande do Sul a pesquisar carvão numa área de 645 hectares no município de Bagé do Referido Estado.;1940;"





	Presidência da República
Casa Civil
Subchefia para Assuntos Jurídicos




DECRETO No 
6.640, DE 26 DE DEZEMBRO DE 1940







Revogado 
	pelo Decreto de 15.2.1991

Texto para impressão




Autoriza o Governo do Estado do Rio Grande do Sul a pesquisar carvão numa área 
de 645 hectares no município de Bagé do Referido Estado.




O Presidente da República, usando da atribuição que lhe 
confere o art. 74, letra a, da Constituição e nos termos do decreto-lei número 
1.985, de 29 de janeiro de 1940 (Código de Minas),

DECRETA:

Art. 1º Fica autorizado o Governo do Estado do 
Rio Grande do Sul a pesquisar carvão numa área de seiscentos e quarenta e cinco 
(645) hectares situada no 2º distrito do município de Bagé do referido Estado e 
delimitada por uma linha poligonal fechada que tem um vértice no quilômetro 
trezentos e quarenta mais novecentos metros (340,km.900) da Viação Férrea Rio 
Grande do Sul, no trecho Bagé-Pelotas, e cujos quatro primeiros lados, a partir 
desse vértice, têm respectivamente os seguintes comprimentos e rumos magnéticos: 
- mil seiscentos e dez (1.610) metros, trinta e sete gráus nordeste (37ºNE) ; 
mil e trezentos (1.300) metros, onze gráus, trinta minutos nordeste (11º30'NE) ; 
mil e seiscentos (1.600) metros leste, (E) ; três mil e oitenta (3.080) metros 
sul (S), alcançando-se assim a citada via férrea e, pelo seu eixo, fechando 
perímetro. Esta autorização é outorgada mediante as seguintes condições :

I - O título da autorização de pesquisa, que será uma via 
autêntica deste decreto, será pessoal e somente transmissivel nos casos 
previstos no n. I do art. 16 do Código de Minas;

II - Esta autorização vigorará por dois (2) anos, podendo ser 
renovada, a juizo do Governo, se ocorrer circunstância de força maior 
devidamente comprovada;

III - O campo da pesquisa não poderá exceder à área fixada neste 
decreto;

IV - O Governo fiscalizará, pelo Departamento Nacional da 
Produção Mineral, todos os trabalhos da pesquisa, sendo-lhe facultado neles 
intervir afim de melhor orientar-lhes a marcha;

V - Na conclusão dos trabalhos, o concessionário da autorização 
apresentará um relatório, firmado por engenheiro de minas legalmente habilitado, 
contendo as informações e dados especificados no número IX e alíneas do art. 16 
do Código de Minas;

VI - O concessionário da autorização poderá utilizar-se do 
produto da pesquisa para fins de estudos sobre o minério e custeio dos trabalhos 
;

VII - Ficam ressalvados os interesses de terceiros, ressarcindo o 
concessionário da autorização danos e prejuizos que ocasionar, a quem de 
direito, e não respondendo o Governo pelas limitações que possam sobrevir ao 
título, da oposição dos ditos direitos.

Art. 2º Esta autorização será considerada 
abandonada, para o efeito do parágrafo único do art. 24 do Código de Minas, nas 
seguintes condições :

I - Se o concessionário da autorização não iniciar os trabalhos 
de pesquisa dentro dos seis (6) primeiros meses contados da data da publicação 
deste decreto no Diário Oficial;

II - Se interromper os trabalhos de pesquisa, por igual espaço de 
tempo, salvo motivo de força maior, a juizo do Governo.

Art. 3º Se o concessionário da autorização 
infringir o n. I ou o n. VI do art. 1º deste decreto ou não se submeter às 
exigências da fiscalização, será anulada esta autorização, na forma dos arts. 25 
e 26 do Código de Minas.

Art. 4º O título a que alude o n. I do art. 1º 
deste decreto pagará de selo a quantia de três contos duzentos e quinze mil réis 
(3:215$0) e será transcrito no livro competente da Divisão de Fomento da 
Produção Mineral do Ministério da Agricultura, na forma do art. 16 do Código de 
Minas.

Art. 5º Revogam-se as disposições em 
contrário.

Rio de Janeiro, 26 de dezembro de 1940, 119º da Independência e 
52º da República.

GETULIO VARGAS
Fernando Costa



Este texto 
não 
substitui o publicado no DOU, de 10.1.1941

 
 

 
 
 
 
 
 
"
"6.630, de 20.12.1940
Publicado no DOU de 24.12.1940";Aprova as especificações e tabelas para classificação e fiscalização da exportação de fibras de carcá, visando a sua padronização.;1940;"





	Presidência da República
Casa Civil
Subchefia para Assuntos Jurídicos




DECRETO No 
6.630, DE 20 DE DEZEMBRO DE 1940








Revogado pelo Decreto nº 99.999, 
	de 1991

Texto para impressão




Aprova as especificações e tabelas para classificação e fiscalização da 
exportação de fibras de carcá, visando a sua padronização.




O Presidente da República, usando das atribuições que lhe 
confere o art. 74 da Constituição e tendo em vista o que dispõe o art. 6º do 
Decreto-lei n.º 334, de 15 de março de 1938, e o art. 94 do regulamento aprovado 
pelo Decreto n.º 5.739, de 29 de maio de 1940,


DECRETA:

Art. 1º Ficam aprovadas as especificações e 
tabelas para a classificação e fiscalização da exportação de fibras de caroá, 
visando a sua padronização, assinadas pelo Ministro de Estado dos Negócios da 
Agricultura.

Art. 2º Revogam-se as disposições em 
contrário.

Rio de Janeiro, 20 de dezembro de 1940, 119º da Independênia e 
52º da República.

GETÚLIO VARGAS.
Fernando Costa.



Este texto 
não 
substitui o publicado no DOU, de 24.12.1940




Observação: O 
anexo encontra-se publicado no Diário Oficial de 24 de dezembro de 1940.

 
 

 
 
 
 
 
 
"
"6.620, de 18.12.1940
Publicado no DOU de 28.12.1940";Autoriza o cidadão brasileiro Israel Amorim a pesquisar diamantes e associados município de Goiás Estado de Goiás.;1940;"





	Presidência da República
Casa Civil
Subchefia para Assuntos Jurídicos




DECRETO No 
6.620, DE 18 DE DEZEMBRO DE 1940







Revogado 
	pelo Decreto de 15.2.1991

Texto para impressão




Autoriza o cidadão brasileiro Israel Amorim a pesquisar diamantes e associados 
município de Goiás Estado de Goiás.




O Presidente da República, usando da atribuição que lhe 
confere o art. 74, letra a, da Constituição, tendo em vista o Decreto-lei número 
1.985, de 29 de janeiro de 1939 e que a jazida mineral objeto desta autorização 
de pesquisa, embora em terreno privado particular pertence á União por não ter 
sido manifestada ao Poder Público na forma do art. 10 do Código de Minas,


DECRETA:

Art. 1º Fica autorizado o cidadão brasileiro 
Israel Amorim a pesquisar diamantes e associados numa área de cem (100) 
hectares, localizada no município de Goiás do Estado de Goiás e delimitada por 
um retangulo cuja menor mediana parte do ponto de confluência dos córregos 
""Cabeceiras Verde"" e ""Vaz"", ter quinhentos (500) metros de extensão e rumo Leste 
e cujo maior lado tem dois mil (2.000) metros de extensão; autorização esta que 
é outorgada mediante as seguintes condições:

I - O título da autorização de pesquisa, que será por uma via 
autêntica deste decreto, será pessoal e somente transmissível nos casos 
previstos no n. I do art. 16 do Código de Minas.

II - Esta autorização vigorará por dois (2) anos, podendo ser 
renovada, a juízo do Governo, se ocorrer circunstância de força maior 
devidamente comprovada.

III - O campo da pesquisa não poderá exceder á área fixada neste 
decreto.

IV - O Governo fiscalizará, pelo Departamento Nacional da 
Produção Mineral, todos os trabalhos da pesquisa, sendo-lhe facultado neles 
intervir afim de melhor orientar-lhes a marcha.

V - Na conclusão dos trabalhos o autorizado apresentará um 
relatório firmado por engenheiro de minas legalmente habilitado, contendo as 
informações e dados especificados no n. IX e alíneas do art. 16 do Código de 
Minas.

VI - O concessionário só poderá utilizar-se do produto da 
pesquisa para fins de estudos sobre o minério e custeio dos trabalhos.

VII - Ficam respeitados os direitos de terceiros, ressarcindo 
o concessionário da autorização os danos e prejuízos que ocasionar, e não 
respodendo o Governo pelas limitações que possam sobrevir.

Art. 2º Esta autorização será considerada 
abandonada, para efeito do parágrafo único do art. 24 do Código de Minasnas 
seguintes condições:

