lei;ementa;ano;inteiro_teor
"17.500 de.19.12.1944
Publicado no DOU de 14.2.1944.";Autoriza o cidadão brasileiro Mário Maia Coutinho a pesquisar minérios de zircônio, manganês e associados nos municípios de Parreiras e Andradas , no Estado de Minas Gerais.;1944;"





	Presidência da República
Casa Civil
Subchefia para Assuntos Jurídicos




DECRETO No 
17.400, DE 19 DE DEZEMBRO DE 1944







Revogado 
	pelo Decreto de 25.4.1991

Texto para impressão





Concede reconhecimento a cursos mantidos pela Faculdade de Filosofia da 
Universidade de Porto Alegre.




O PRESIDENTE DA REPÚBLICA, usando da atribuição que lhe 
confere o art. 74, letra a, da Constituição, e nos têrmos do art. 23 do 
decreto-lei n° 421, de 11 de maio de 1938:

Resolve conceder 
reconhecimento aos cursos de matemática, física, química, história natural, 
filosofia, geografia e história, letras clássicas, letras neo-latinas, letras 
anglo-germânicas, pedagogia e didática, da Faculdade de Filosofia da 
Universidade de Pôrto Alegre, com sede em Pôrto Alegre, no Estado do Rio Grande 
do Sul.

Rio de Janeiro, 19 de dezembro de 1944; 123º da Independência e 
56º da República.

GETÚLIO VARGAS
Gustavo Capanema


Este texto 
não 
substitui o publicado no DOU, de 14.2.1945

 
 
 
 
 
 
"
"17.450 de.28.12.1944
Publicado no DOU de 3.1.1945.";Autoriza o cidadão brasileiro José Raimundo Rufino a pesquisar minério de ferro e associados, no município de Belo Vale, no Estado de Minas Gerais.;1944;"





	Presidência da República
Casa Civil
Subchefia para Assuntos Jurídicos





DECRETO No 
17.450, DE 28 DE DEZEMBRO DE 1944







Revogado pelo 
	Decreto de 15.2.1991

Texto para impressão





Autoriza o cidadão brasileiro José Raimundo Rufino a pesquisar minério de ferro 
e associados, no município de Belo Vale, no Estado de Minas Gerais.




O PRESIDENTE DA REPÚBLICA, usando da atribuição que lhe 
confere o artigo 74, letra a, da Constituição e nos têrmos do Decreto-lei n.º 
1.985, de 29 de janeiro de 1940 (Código de Minas),


DECRETA:

Art. 1º Fica autorizada o cidadão brasileiro 
José Raimundo Rufino a pesquisar minério de ferro e associados numa área de 
quarenta hectares (40 ha), situada no lugar denominado Lagoa da Casa Velha, 
distrito e município de Belo Vale, no Estado de Minas Gerais, área essa 
delimitada por um retângulo que tem um vértice seiscentos metros (600 m), no 
