lei;ementa;ano;inteiro_teor
"47.583, de 31.12.1959
Publicado no DOU de 31.12.59";Abre, ao Ministério da Educação e Cultura o crédito especial de Cr$1.000.000,00, para atender às despesas com a comemoração do bicentenário da criação do município de Rio Pomba, em Minas Gerais.;1959;"




Presidência
    da República
Casa Civil
Subchefia para Assuntos Jurídicos



DECRETO No 47.583, DE 31 DE
DEZEMBRO DE 1959.





Revogado 
	pelo Decreto de 15 de fevereiro de 1991

Texto para impressão

Abre, ao Ministério da Educação e Cultura o crédito especial de
    Cr$1.000.000,00, para atender às despesas com a comemoração do bicentenário da
    criação do município de Rio Pomba, em Minas Gerais. 




O PRESIDENTE DA REPÚBLICA , usando da autorização contida na Lei nº 3.513 de
30 de dezembro de 1958, e tendo ouvido o Tribunal de Contas nos têrmos do art. 93 do
Regulamento Geral de Contabilidade Pública,

DECRETA:

Art
1º Fica aberto, ao Ministério da Educação e Cultura, o crédito especial de
Cr$1.000.000,00 (um milhão de cruzeiros), para atender às despesas com a comemoração
do bicentenário da criação do município de Rio Pomba, no Estado de Minas Gerais.

Art
2º 80% (oitenta por cento) do crédito de que trata a presente lei serão empregados pelo
Govêrno Federal na conclusão das obras do novo edifício do Ginásio Estadual de Rio
Pomba, sendo o restante entregue à Prefeitura Municipal para as despesas comemorativas.

Art
3º O presente decreto entrará em vigor na data de sua publicação.

Art
4º Revogam-se as disposições em contrário.

Rio
de Janeiro, 31 de dezembro de 1959, 138º da Independência e 71º da República.
JUSCELINO KUBITSCHEK 
Clovis Salgado 
S. Paes de Almeida
Este texto não substitui o
publicado no D.O.U. de 31.12.1959
*
"
"47.571, de 31.12.1959
Publicado no DOU de 6.1.60";Altera a lotação de repartições atendidas pelo Quadros Permanente e Suplementar do Ministério da Agricultura.;1959;"


    Presidência da República

    Secretaria-Geral

    Subchefia para Assuntos Jurídicos







DECRETO Nº 47.571, DE 31 DE DEZEMBRO DE 1959

   Altera a lotação de repartições atendidas pelo Quadros Permanente e Suplementar do Ministério da Agricultura.
  




     Não remover
    

     Down
    

     Up
    

     Texto para impressão
    


      Texto atualizado
     

      Texto compilado
     



Revogado 
		pelo Decreto nº 99.621, de 1990




    O PRESIDENTE DA REPÚBLICA
   
   , usando da atribuição que lhe confere o  
	artigo 87, item I, da Constituição,

Decreta:
  


Art
   . 1º Fica alterada a lotação numérica de repartições atendidas pelos Quadros Permanente e Suplementar do Ministério da Agricultura, aprovada pelo 
	

	Decreto nº 37.583, de 11 de julho de 1955, para efeito de ser transferido um cargo de carreira de Auxiliar de Portaria, ocupado por José Rabello Cidade, da lotação suplementar do Serviço de Administração, do Centro Nacional de Ensino e Pesquisas Agronômicas, para igual lotação do Instituto de Biologia Animal do Departamento Nacional da Produção Animal.
  

Art
   . Êste decreto entrará em vigor na data de sua publicação.
  

Art
   . 3º Revogam-se as disposições em contrário.
  

   Rio de Janeiro, em 31 de dezembro de 1959; 138º da Independência e 71º da República.

   Juscelino Kubitschek
  

   Mário Meneghetti
  

   Este texto não substitui o publicado no D.O.U. de 6.1.1960

*

    

    

    

    

    

    

    



    includeHTML();
   
Não remover!


"
"47.570, de 31.12.1959
Publicado no DOU de 6.1.60";Cria o Parque Nacional de Araguaia, integrante da Seção de Parques e Florestas Nacionais de Serviço Florestal do Ministério da Agricultura.;1959;"




Presidência
    da República
Casa Civil
Subchefia para Assuntos Jurídicos





DECRETO No 
47.570 DE 31 DE
DEZEMBRO DE 1959.








	Vide Decreto nº 68.873, de 1971

Vide Decreto nº 71.879, de 1973

Vide Decreto nº 84.844, de 1980




Cria o 
	Parque Nacional de Araguaia, integrante da Seção de Parques e Florestas 
	Nacionais de Serviço Florestal do Ministério da Agricultura.




O PRESIDENTE DA 
REPÚBLICA, 
usando da atribuição que lhe confere o artigo 87, item I, da Constituição,


Decreta:

Art. 1º Fica 
criado, no Estado de Goiás, o Parque Nacional do Araguaia, subordinado à Seção 
de Parques e Florestas Nacionais, no Serviço Florestal do Ministério da 
Agricultura.

Art. 2º A área 
destinada ao Parque ora criado é de 20.000 quilômetros quadrados, que 
compreendem a totalidade do território da Ilha do Bananal, formada por braços do 
rio Araguaia, na conformidade dos serviços aerofotogramétricos realizados pelo 
Departamento de Estradas de Rodagem de Goiás.

Art. 3º Os limites 
dessa área são os da própria Ilha do Bananal.

Art. 4º Fica o 
Ministério da Agricultura, por intermédio do Serviço Florestal, autorizado a 
entrar em entendimentos com o Govêrno do Estado de Goiás, na forma da Lei 
Estadual nº 2.370, de 17 de dezembro de 1958, a fim de receber a escritura de 
