lei;ementa;ano;inteiro_teor
"79.043, de 27.12.1976
Publicado no DOU de 28.12.76";Outorga concessão à Rádio Progresso de Sousa Ltda. para estabelecer uma estação de radiodifusão sonora em onda média de âmbito regional, na cidade de Sousa, Estado da Paraíba.;1976;"




Presidência
    da República
Subchefia para Assuntos Jurídicos



DECRETO No 79.043, DE 27 DE
DEZEMBRO DE 1976.



Outorga concessão à Rádio
    Progresso de Sousa Ltda. para estabelecer uma estação de radiodifusão sonora em onda
    média de âmbito regional, na cidade de Sousa, Estado da Paraíba. 



        O PRESIDENTE DA
  REPÚBLICA , usando das atribuições da que lhe confere o artigo 81, item III,
  combinado com o artigo 8º, item XV, letra ""a"" , da Constituição, e
  tendo em vista o que consta do Processo MC nº 314 de 1976 (Edital nº 3-76), 
        DECRETA:
        Art 1º Fica outorgada à
  Rádio Progresso de Sousa Ltda., nos termos do artigo 28 do Regulamento dos Serviços de
  Radiodifusão, aprovado pelo Decreto nº 52.795, de 31 de outubro de 1963, concessão para
  estabelecer, sem direito de exclusividade, uma estação de radiodifusão sonora em onda
  média de âmbito regional, na cidade de Sousa, Estado da Paraíba. 
        Parágrafo único. O contrato
  decorrente desta concessão obedecerá às cláusulas baixadas com o presente e deverá
  ser assinado dentro de 60 (sessenta) dias, a contar da publicação deste Decreto no
  Diário Oficial da União, sob pena se tornar nulo, de pleno direito, o ato de outorga. 
        Art 2º Este Decreto entrará
  em vigor na data de sua publicação, revogadas as disposições em contrário. 
Brasília, 27 de dezembro de 1976; 155º da Independência e 88º da República.
  
ERNESTO GEISEL 
Euclides Quandt de Oliveira 
Este texto não
  substitui o publicado no D.O.U. de 28.12.1976
As cláusulas a que se refere o presente Decreto foram publicadas no D.O de 28-12-76. 


"
"79.031, de 23.12.1976
Publicado no DOU de 28.12.76";Dispõe sobre o Regulamento do Estado-Maior das Forças Armadas, e dá outras providências.;1976;"




Presidência
    da República
Casa Civil
Subchefia para Assuntos Jurídicos




DECRETO No 79.031, DE 23 DE
DEZEMBRO DE 1976.



Revogado pelo Decreto nº 87.737, de 1982
Texto para impressão

Dispõe sobre 
	o Regulamento do Estado-Maior das Forças Armadas, e dá outras providências.


        O PRESIDENTE DA 
REPÚBLICA, usando das atribuições que lhe confere o artigo 81, item III, da 
Constituição e tendo em vista o disposto aos artigos 50, 145 e 146 do 
Decreto-lei nº 200, de 25 de fevereiro de 1967, com as alterações introduzidas 
pelo Decreto-lei nº 900, de 29 de setembro de 1969 e pela Lei nº 6.036, de 1º de 
maio de 1974,


        
decreta:

REGULAMENTO DO ESTADO-MAIOR DAS FORÇAS ARMADAS
CAPÍTULO I
Dos Fins e da Subordinação

    Art. 1º O Estado-Maior das Forças Armadas (EMFA), órgão de assessoramento do 
Presidente da República, a quem está diretamente subordinado, destina-se 
precipuamente a proceder aos estudos para a fixação da Política, da Estratégia e 
da Doutrina Militares, bem como a elaborar e coordenar os planos e programas 
decorrentes.
CAPÍTULO 
II
Da 
Competência

    Art. 2º O EMFA tem por competência:
    I - 
Elaborar e propor ao Presidente da República:
    a) 
Diretrizes referentes a assuntos comuns a mais de uma Força Singular.
    b) 
Legislação relativa ao Pessoal e ao Cerimonial de interesse comum às Forças 
Armadas.
    c) 
Soluções para os problemas de logísiticas comuns às Forças Armadas.
    d) 
Diretrizes referente à Mobilização Militar e coordenar seu planejamento no 
quadro da Mobilização Nacional.
    II 
- Coordenar:
    a) 
As informações estratégicas no Campo Militar.
    b) 
Os planos de pesquisas, de desenvolvimento e de mobilização das Forças Armadas e 
os programas de aplicação de recursos decorrentes, no que transcenda os 
objetivos específicos e as disponibilidades previstas no orçamento dos 
Ministérios Militares.
    c) 
Os assuntos concernentes aos Campos Econômicos e Psicossocial de interesse comum 
às Forças Armadas.
    d) 
As representações das Forças Armadas no país e no exrterior.
    e) 
As atividades das representações e delegações militares estrangeiras em 
território nacional, nos aspectos que transcendam a competência das Forças 
Singulares.
    III 
- Estabelecer os planos para emprego das Forças Combinadas ou Conjuntas e de 
Forças Singulares destacadas para participar de operações militares no exterior, 
levando em consideração os estudos e as sugestões dos Ministros Militares 
competentes.
    IV 
- Exercer a direção geral do Serviço Militar.
    V - 
Propor ao Presidente da República a constituição das Delegações Militares 
Brasileiras junto a Organizações Internacionais e nas Comissões Militares Mistas 
e de Defesa, permanentes ou não, quando integradas por elementos de mais de uma 
Força Singular, e orientar e coordenar suas atividades.
    VI 
- Integrar os órgãs colegiados, de caráter setorial ou regional da administração 
federal, de acordo com a legislação específica.
    VII 
- Controlar as operações de aerolevantamento no território nacional.

    VIII - Organizar e dirigir as competições desportivas entre as Forças 
Singulares; constituir as representações nacionais em competições desportivas 
militares internacionais e opinar pelas Forças Armadas junto aos órgãos e 
congressos desportivos nacionais e internacionais.
    IX 
- Orientar, coordenar e controlar as atividades dos órgãos subordinados.
    X - 
Proceder aos estudos e elaborar pareceres sobre assunto que lhe forem submetidos 
pelo Presidente da República.

capítulo iii
Da 
Organização

    Art. 3º O EMFA compreende:
    - 
Chefia
    - 
Subchefias
    - 
Gabinete
    - 
Consultoria Jurídica
    - 
Comissões Permanente e Especiais.

    Art. 4º A Chefia do EMFA compreende:
    - 
